Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,CROP_PRICE
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,2370.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,2400.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,76.0,49.0,42.0,24.958779,84.47963372,5.206373153,196.9560008,4500.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,1100.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,4100.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,91.0,56.0,37.0,23.43191632,80.56887849,6.363472208,269.5039162,1450.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,2200.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,67.0,45.0,38.0,22.72791041,82.1706881,7.300410836,260.8875056,5850.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,79.0,42.0,37.0,24.87300744,82.84022551,6.587918708,295.6094492,750.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,78.0,43.0,42.0,21.32376327,83.00320459,7.283736617,192.3197536,700.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,2000.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,72.0,41.0,36.0,26.50838667,86.84264005,6.065898283,152.9801697,370.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,71.0,54.0,35.0,26.63952463,70.95705996,7.311077075,199.3355744,2650.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,82.0,46.0,41.0,23.3250131,79.79609448,6.581693772,187.3096148,900.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,71.0,52.0,43.0,26.47549543,73.96164569,6.732826127,180.2513601,500.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,80.0,43.0,43.0,23.78756036,74.36794079,6.014572075,172.6442654,1700.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,77.0,55.0,43.0,25.49941707,75.99987588,6.663559451,193.7141828,6400.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,95.0,57.0,41.0,23.24925555,73.65346838,6.434610995,184.7674863,6100.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,63.0,47.0,35.0,26.98582182,89.05587886,7.432768147,193.8778713,5900.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,71.0,56.0,37.0,23.18866654,86.20899734,6.491506245,176.103677,380.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,64.0,53.0,38.0,26.24347471,78.51063754,6.855362875,183.4065252,2650.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,65.0,54.0,39.0,23.75091572,71.14782585,7.124571593,160.0889553,2850.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,60.0,58.0,37.0,26.13871511,79.1188943,6.067302109,171.4892533,1700.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,86.0,39.0,43.0,26.14576648,71.23690851,6.432051512,193.1007598,500.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,90.0,50.0,44.0,26.91643698,73.48655995,6.253408852,171.4716375,2500.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,91.0,38.0,36.0,26.5232969,77.17331847,7.287318723,157.8548562,4200.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,87.0,48.0,38.0,23.81579631,80.94023552,7.161865733,190.312216,1750.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,4100.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,91.0,56.0,37.0,23.43191632,80.56887849,6.363472208,269.5039162,1450.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,2200.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,4100.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,2400.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,81.0,41.0,38.0,22.67846116,83.72874389,7.524080076,200.9133156,2800.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.9288234,4200.0
Jute,1997,Kharif     ,West Bengal,641574.0,7549700,1852.9,61058597.58,198887.94,13.44588235,72.0,41.0,36.0,24.09874353,80.57226761,6.187746776,176.8604109,1150.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,70.0,36.0,42.0,21.84106875,80.72886384,6.946209881,202.3838319,1600.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,83.0,58.0,45.0,25.75528612,83.51827127,5.875345751,245.6626799,2000.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,93.0,58.0,38.0,20.61521424,83.77345559,6.932400225,279.5451717,4500.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,70.0,36.0,42.0,21.84106875,80.72886384,6.946209881,202.3838319,1600.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,76.0,47.0,42.0,20.08369642,83.29114712,5.739175027,263.6372176,1100.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,700.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,99.0,54.0,37.0,21.14347496,80.33502926,5.594819626,198.6730942,900.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,1100.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,97.0,50.0,41.0,24.52922681,80.54498576,7.070959995,260.2634026,850.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,60.0,49.0,44.0,20.77576147,84.49774397,6.244841491,240.0810647,350.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,84.0,51.0,35.0,22.30157427,80.64416466,6.043304899,197.9791215,1050.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,272.2017204,1450.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,92.0,35.0,40.0,22.17931888,80.33127223,6.357389366,200.0882787,4100.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,85.0,37.0,39.0,24.52783742,82.73685569,6.364134968,224.6757231,1550.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,270.4417274,2900.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,88.0,54.0,44.0,25.7354293,83.88266234,6.149410611,233.1321372,2250.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,4100.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,2400.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,81.0,41.0,38.0,22.67846116,83.72874389,7.524080076,200.9133156,2800.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,213.3560921,7000.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,83.0,41.0,43.0,21.0525355,82.67839517,6.254028451,233.1075816,2400.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,98.0,47.0,37.0,23.48381344,81.33265073,7.375482851,224.0581164,2800.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,66.0,53.0,41.0,25.0756354,80.52389148,7.778915154,257.0038865,6400.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,97.0,59.0,43.0,26.35927159,84.04403589,6.286500176,271.3586137,850.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,95.0,39.0,36.0,23.86330467,83.15250801,5.561398642,285.2493645,650.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,60.0,43.0,44.0,21.01944696,82.95221726,7.416245107,298.4018471,650.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,850.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,62.0,42.0,36.0,22.78133816,82.06719137,6.430010215,248.7183228,1150.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,78.0,43.0,42.0,21.32376327,83.00320459,7.283736617,192.3197536,700.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,2000.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,97.0,36.0,45.0,22.2286982,81.85872947,6.939083505,278.0791793,3900.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,280.4044392,1800.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,65.0,60.0,43.0,21.97199397,81.89918197,5.658169482,227.3637009,550.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,95.0,52.0,36.0,26.22916897,83.83625819,5.543360238,286.5083725,3200.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,2800.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,5500.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,91.0,36.0,45.0,24.44345477,82.45432595,5.950647577,267.9761948,1300.0
Rice,1997,Winter     ,Assam,1743321.0,1647296,2051.4,165911859.6,540429.51,0.941304348,71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,500.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,95.0,55.0,42.0,26.79533926,82.1480873,5.950660556,193.3473987,3600.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,99.0,57.0,35.0,26.75754171,81.17734011,5.960370061,272.2999056,950.0
Rice,1997,Kharif     ,Goa,15169.0,40864,3680.3,1443633.73,4702.39,2.69,66.0,60.0,38.0,22.08576562,83.47038318,6.372576327,231.7364957,19500.0
Rice,1997,Kharif     ,Goa,15169.0,40864,3680.3,1443633.73,4702.39,2.69,82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,22250.0
Rice,1997,Kharif     ,Goa,15169.0,40864,3680.3,1443633.73,4702.39,2.69,84.0,50.0,44.0,25.48591986,81.40633547,5.935344406,182.6549356,20500.0
Rice,1997,Rabi       ,Goa,6417.0,19052,3680.3,610705.89,1989.27,2.97,66.0,60.0,38.0,22.08576562,83.47038318,6.372576327,231.7364957,19500.0
Rice,1997,Rabi       ,Goa,6417.0,19052,3680.3,610705.89,1989.27,2.97,82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,22250.0
Rice,1997,Rabi       ,Goa,6417.0,19052,3680.3,610705.89,1989.27,2.97,84.0,50.0,44.0,25.48591986,81.40633547,5.935344406,182.6549356,20500.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,3475.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,89.0,60.0,19.0,25.19192419,66.6902901,5.913664501,78.06639649,2825.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,3755.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,89.0,60.0,17.0,25.37548751,57.21025565,5.983952675,101.7004306,1182.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,2927.0
Rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,85.0,38.0,41.0,21.58711777,82.7883708,6.249050656,276.6552459,300.0
Rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,91.0,35.0,39.0,23.79391957,80.41817957,6.970859754,206.2611855,760.0
Rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,224.5550169,4600.0
Rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,88.0,35.0,40.0,23.57943626,83.58760316,5.85393208,291.2986618,1900.0
Rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,89.0,45.0,36.0,21.32504158,80.47476396,6.442475375,185.4974732,1950.0
Rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,224.5550169,4600.0
Rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,88.0,35.0,40.0,23.57943626,83.58760316,5.85393208,291.2986618,1900.0
Rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,89.0,45.0,36.0,21.32504158,80.47476396,6.442475375,185.4974732,1950.0
Rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,76.0,40.0,43.0,25.15745531,83.11713476,5.070175667,231.3843163,1760.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,98.0,35.0,18.0,23.79746068,74.82913698,6.252797548,91.76337172,1475.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,3005.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,3147.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,76.72860067,1387.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,95.0,55.0,42.0,26.79533926,82.1480873,5.950660556,193.3473987,3600.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,99.0,57.0,35.0,26.75754171,81.17734011,5.960370061,272.2999056,950.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,95.0,39.0,36.0,23.86330467,83.15250801,5.561398642,285.2493645,650.0
Rice,1997,Summer     ,Assam,174974.0,209623,2051.4,16652275.58,54241.94,1.060434783,60.0,43.0,44.0,21.01944696,82.95221726,7.416245107,298.4018471,650.0
Rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,60.0,48.0,39.0,24.28209415,80.30025587,7.042299069,231.0863347,620.0
Rice,1997,Autumn     ,Assam,607358.0,398311,2051.4,57802260.86,188280.98,0.780869565,98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,270.4417274,2900.0
Rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,85.0,38.0,41.0,21.58711777,82.7883708,6.249050656,276.6552459,300.0
Rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,91.0,35.0,39.0,23.79391957,80.41817957,6.970859754,206.2611855,760.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,66.0,53.0,19.0,23.09348056,60.1159381,6.033550195,65.49730729,2900.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,84.23613484,3150.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,77.0,57.0,21.0,24.9321581,73.80435276,6.550563823,79.74078719,1425.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,99.0,50.0,15.0,18.14710054,71.09445342,5.573286437,88.07753741,4010.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,80.97573281,700.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,79.7532896,1450.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,4850.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,96.46380213,4550.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,3300.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,1750.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,74.0,39.0,23.0,22.6265115,65.77472881,6.78073637,88.17251033,1400.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,1225.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,66.0,54.0,21.0,25.19008683,60.2001687,5.919045532,72.12375573,1325.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,63.0,58.0,22.0,18.25405352,55.28220433,6.204747653,63.72358154,3475.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,70.0,47.0,17.0,24.6129118,70.4162444,6.600827017,104.1626147,1500.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,61.0,41.0,17.0,25.1420613,65.26185135,6.021902237,76.68456006,2450.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,1100.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,73.0,58.0,21.0,19.97215954,57.68272924,6.596060648,60.65171481,825.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,61.0,38.0,20.0,18.47891261,62.69503871,5.970458434,65.43835393,3425.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,102.0861694,2175.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,750.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,850.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,1250.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,3000.0
Maize,1997,Whole Year ,Gujarat,399800.0,659000,798.9,38048966.0,123938.0,1.690666667,76.0,44.0,17.0,20.41683147,62.5542482,5.855442401,65.27798457,6100.0
